feature_0,feature_1,label
-6.176135042926245,-6.9579310294124195,2
-2.383973120404843,8.58488058707307,0
-6.9735307598643175,-5.717108623570643,2
5.510625480816505,2.921982780412352,1
3.9158885044854923,1.777779332763708,1
-6.7323291907621865,-7.560603641039994,2
-5.757938048763351,-6.651014761629567,2
-6.6594378769461375,-5.84772019514955,2
-3.490706274100701,9.476389602461593,0
-3.409818357700619,9.652678053806705,0
3.647012835142556,0.5279644195285065,1
4.904133599835441,1.9328357737266884,1
-2.528213830955439,8.011756763560513,0
-1.9326406599969839,9.325536282741858,0
-7.883965017445177,-6.7532849081409845,2
4.912300232881711,2.390634773762027,1
-3.3188011429743964,9.43834717266241,0
5.669319392155142,1.6362745571555934,1
-8.00004511008766,-7.634975789847868,2
-3.485070876030083,10.067927924806161,0
-4.201662252767569,10.543836447658935,0
-1.686652710949561,7.793442478227299,0
4.393543555048253,-0.3283020337292548,1
4.479459454252754,4.474070181875014,1
-2.525620519125502,10.202679401646405,0
4.666083589002137,1.669605358674817,1
-4.202154437248136,8.915946501403571,0
-2.273583064944184,9.785151322085289,0
-4.460299487091375,9.157874064703481,0
5.951046334030726,1.7488507130626272,1
-6.23595843812878,-4.802766153705994,2
5.227141249692278,1.7675418302974844,1
-3.3016175440527116,8.70632459855928,0
4.446173456423139,2.513457627976427,1
-6.731079287558631,-7.181842647234582,2
4.67476678331751,0.5976587943719893,1
-5.884459525992664,-5.942742179022266,2
4.5077094805837294,2.045448649325021,1
5.321948326290733,2.0993475876026992,1
-6.917951026848643,-6.06134362242713,2
-2.376227948905874,8.314165313259148,0
4.034972072299927,2.4709579933585095,1
-6.99928609362442,-5.365828857555463,2
-7.812746279837412,-6.206636797117715,2
3.060442537510503,1.1552778418022265,1
-8.590230545587785,-7.273199793977408,2
-8.106641268439805,-7.560015490022778,2
1.7104301462258333,4.026141708442395,1
-6.4379646269652095,-8.313839618086176,2
-2.313066164028843,8.11021783846232,0
-3.0230645403894436,7.95507260630937,0
5.294854420449791,2.783968329532442,1
-2.5561182019319344,9.491326955421442,0
5.000272231246181,2.4774575373250043,1
-1.423411298113403,9.112269281669217,0
-1.7671022510434433,9.313578708604814,0
4.536447611937818,0.7341169814140895,1
-3.3559913411211553,7.499438903512457,0
-5.212429916051987,9.692161447729228,0
-2.319616006454007,10.015332220765462,0
3.834707084485225,3.0500178285984125,1
6.068736544041669,0.4990375518986263,1
-5.482867013752779,-6.4351412778997705,2
-2.2421473571834913,9.90391692382176,0
-6.070368563027971,-5.647780988061283,2
-2.286907767251896,10.293151941511715,0
-2.0833104168597143,9.033433905614073,0
-2.565786111952646,10.233256917991985,0
-2.426757870118247,7.556734628733391,0
-3.76936238822533,8.397924720158844,0
2.2529489660324287,1.4772915119305827,1
-2.6301457716605317,9.433818572105348,0
-2.7641748404736055,10.51827911678101,0
-4.1926358152737,8.208416061702133,0
-6.164452801023212,-6.931228286291324,2
5.060578467246581,1.3952489071080214,1
5.311823444042599,2.3573717559466285,1
-1.7868162652249788,8.641452976106555,0
5.100150461210405,2.1680120242108702,1
-3.146584750359268,10.203302659305873,0
3.9198893030061623,1.0491068765996667,1
-4.065826796576654,9.62029607954396,0
-1.4492612390061284,9.631292077775019,0
4.726895316620488,0.9370261119655352,1
-4.631052522061345,8.40646414110389,0
-2.465682954409284,9.572425642716828,0
-6.771643270426042,-4.273250430126177,2
-3.9572819645500745,7.606822353821766,0
-7.704919151982135,-7.373027868225199,2
-0.6625606270050843,7.944201361872169,0
-5.931484240679221,-7.186064024807539,2
4.918227470872771,1.4639563213415974,1
-7.7078077550247786,-6.1944532007622355,2
3.2420733578038043,3.1757461891659595,1
6.329067769879781,3.643092465345371,1
-1.7875255590095152,7.885234356981092,0
5.508651336818873,0.7868332568308776,1
-7.316142054416813,-5.808429219385356,2
4.8882039787439835,2.0512874191767483,1
-5.774629989346856,-7.257640741835772,2
5.22578303739275,1.23639954799311,1
-4.476267326639903,7.897099666491319,0
-7.8784480604853195,-8.102474208263185,2
4.492538609606595,2.9370951069963027,1
4.791281884179834,2.2716214979221716,1
5.927954561080479,1.9876786832033861,1
5.42200883775956,1.1822703022731789,1
4.187929464316223,1.1838311782210575,1
4.528559987430301,2.272255417961838,1
-7.490712253627988,-7.120833897264998,2
-1.1485390272140992,7.70546572907921,0
-7.74405389648699,-5.290586557172084,2
-7.303460729357753,-7.645720750306134,2
-3.0381753311167654,7.957728485438069,0
-1.2434897821880495,8.148111279983821,0
5.0639456977465525,2.0126167321814714,1
1.9365307891207442,2.3125254966969524,1
-1.7558560019482177,9.395444513081099,0
-7.497787639834898,-5.981597888724382,2
5.3708794630135825,2.5116046411571844,1
-6.250266557722378,-7.179178678506002,2
-4.070690845494609,10.51770595662732,0
5.820519748680246,1.345856237989429,1
2.808733957889751,0.7447258526749694,1
4.57723061410628,2.2144099323474613,1
-2.432375731992495,7.7312939040097515,0
-2.120619018521786,11.507285645631113,0
-2.7326604083786012,9.728286622290414,0
-7.614438088685461,-8.279337852500579,2
4.159045046716122,2.669337681100021,1
-3.9877196134201776,8.294441919803614,0
4.0592305336741505,1.361784436552104,1
-3.7123984784418944,7.972241715955219,0
4.319493776791307,0.19377075343351136,1
-7.926548941258176,-6.202139622379418,2
-6.349258002152471,-6.999668349902342,2
4.582837669375159,3.157157127137621,1
3.8668491266253984,1.1024419122969906,1
-2.591348801445319,10.131581959786448,0
-6.627432336916983,-8.850418174627347,2
-1.8289815176023008,10.206793640676297,0
3.2039693123595736,0.6573538675132249,1
-2.87016378887183,10.17361593156257,0
-6.658996386844107,-7.232197340729828,2
3.24792045527637,3.67727176199985,1
-3.217604389963213,7.500571735585495,0
-3.1268495184871004,8.698213272171271,0
-7.099645218810944,-7.007516465665907,2
-7.704239200916292,-7.938909741523767,2
3.9730301192765376,2.1710863512828076,1
5.021188448492886,2.28482253994551,1
4.695742776072598,1.6635199699526708,1
-7.714000803446392,-7.114688622895134,2
-1.4674729589938988,9.597830431210209,0
-0.3518894097872467,8.408571205194983,0
-7.222962367003719,-5.737902200390389,2
-6.691553834159497,-7.7312900757234315,2
3.4136994784154178,4.169815738919686,1
-2.831877461894886,8.763453111743274,0
-0.8328045958445471,8.06877924825559,0
3.3679598351153786,2.184566251411391,1
5.473036602857536,1.3429203889362957,1
-1.6966718006585522,10.370526156769145,0
-1.5029048138383097,8.437394258675173,0
-2.9557125751197715,9.870684922521793,0
5.821446552647248,4.316823736753356,1
-0.6050610334797433,10.640245043560384,0
4.252003054365632,3.2792418878123613,1
-8.08354084011765,-6.654852911292347,2
5.2306231717384275,1.7530559526859035,1
-1.5111875131930979,6.118030750004632,0
3.4419124070108396,2.8602494603870188,1
-4.005726878142829,8.364262193791424,0
-7.743912453091806,-5.744489007784471,2
6.675752371409894,2.4421477620891996,1
-2.9592104810485638,10.271435345060894,0
4.9189626945732865,2.2647333606227047,1
-5.364213375803061,-5.733622434542909,2
-7.385816252236606,-7.059624168148427,2
-1.6788618065085046,8.158202302289455,0
-1.8934264732816086,10.218170565367139,0
-4.34925752250958,-7.108002152041781,2
-8.489890309943071,-6.126919643543398,2
-3.538569131234822,7.661615842354787,0
5.325468582526518,1.8315210979306051,1
-5.66317980387419,-6.724597989512386,2
4.995547784791331,2.1647470801348216,1
3.7616155834046348,2.073056638349945,1
-2.159397598484843,8.010231531356311,0
-2.055688910498283,8.031992093943643,0
-2.1425993769559017,8.074406341870967,0
5.180787354789091,2.849338851131965,1
-7.220720123292878,-5.858146438215943,2
4.398448271503108,3.439952240839708,1
-6.4440808721589065,-6.713624320698799,2
-5.827079880416521,-8.723046499523623,2
-7.323056609386306,-7.150379960950556,2
4.011208589197241,-0.6449635147515478,1
-3.1207154260446983,7.607625031350099,0
3.986415940503294,1.5866280680429723,1
-8.230917593849705,-7.1802383801041465,2
4.684237633743709,0.22746225108107998,1
-3.064744402539617,9.218675159801299,0
-6.791653644022101,-7.32038423012675,2
-6.224393562637509,-6.623112147690116,2
-7.682738025104585,-7.611966901691833,2
-3.227641844305186,8.800838976486475,0
3.7942057317339883,1.9590707180340605,1
5.217242361334763,1.8445102375886762,1
-8.243733184969628,-7.411987343565276,2
4.576604876331185,1.313421042686766,1
-1.6963355042137902,9.643914970121934,0
5.332647868076962,3.0790027502354445,1
-5.857991977323662,-5.443741559032192,2
3.5477372427993683,1.719493606398351,1
-6.821763143724514,-7.145702226538358,2
5.5939639383847295,3.1916498988124182,1
-6.533509862353547,-6.388095312709048,2
4.439526258433937,2.20501177607558,1
-8.580254440802648,-7.614852806748656,2
-5.279529344330792,-5.351778029789701,2
-3.3560485891781147,10.263905033494988,0
5.097203117314867,4.071391158487479,1
-2.9592630945319938,9.63713606054582,0
5.068195528603339,2.0503261801584487,1
-8.002822242026648,-4.8344550455987925,2
4.089291769227395,2.482858915165388,1
4.912889553722487,-0.10147035360563628,1
3.2138607191076494,2.3670429021054753,1
-6.217091157752657,-7.702965494794379,2
-8.367488894641893,-8.005295695007108,2
-5.852566764278253,-7.527981882922468,2
-3.743546494932672,8.421821869045427,0
-2.945961860290968,7.407709027459642,0
6.090806384507314,3.7803663275786175,1
-7.181724232175876,-5.29270899086041,2
-6.320931908229451,-7.284748113316893,2
-7.278072466140637,-7.326752640090553,2
4.715455208898139,3.022033825816094,1
5.3338020694193595,2.6897590237003834,1
3.755879979481661,2.1056668274363775,1
-2.7106891570002682,9.007764812968864,0
-2.604661870141823,7.23803979473187,0
-3.1318469847872024,9.208893583435565,0
-7.858927421433905,-6.716749238360146,2
4.29928012931824,2.4733127170546156,1
4.52639819034596,2.1947281575649424,1
3.790157914750405,1.4901857578678912,1
-2.2493148288043265,9.796108999975631,0
-2.277751700527178,9.660775665924092,0
-8.412225425749032,-6.610803403713608,2
-7.677065308221369,-5.805579803046015,2
-4.3454029961560465,9.522277455110865,0
3.375380429273136,0.1800632314061552,1
-0.8954863539941031,9.467820429712301,0
5.9306372603505295,4.561078657471416,1
4.835360567781392,1.874324482701426,1
3.8782909711918814,1.6671557295833233,1
-8.948002906582303,-6.790714314344333,2
5.115467272156684,0.2262739925951771,1
-8.718145814423341,-5.981992269153599,2
4.144913355860028,1.4755971856315182,1
4.501366591620877,1.5492796416183794,1
4.032310044448545,3.541352113468058,1
-1.6672139276006233,8.645078927750875,0
-7.06685451265815,-5.847452076653934,2
-6.615871606328694,-7.438909165338288,2
-4.967621722098572,-5.716049440690009,2
-4.912710228643016,-6.919253620244288,2
-2.318562031787726,9.955596708965805,0
-5.8852756713358465,-5.977838193332494,2
4.1557048849793645,1.006923364187478,1
4.242763504660249,1.9316979059415844,1
-7.017962473167648,-7.257532994406276,2
-4.374178285794376,-7.331750682452894,2
-6.193059444398094,-6.139035812593661,2
-2.298180155850132,8.917573016327928,0
4.5329073663696215,3.9154152786970315,1
5.252211050230613,0.9945812939520776,1
-3.3273965064750572,9.010911670787369,0
-2.045991330953627,7.647148321738076,0
-7.110413343253992,-7.677096262089824,2
5.127184073273096,3.0450995491525292,1
-7.255127231226841,-6.180645346380245,2
-1.8767898839972292,9.98684057782505,0
-6.062160064452898,-7.793568172908169,2
-6.848563764752338,-7.041876874441615,2
5.7307405068318,1.5102301719154738,1
3.837679428192922,0.8260101729290206,1
4.722320602862943,1.6038509137825432,1
-1.8271455573401303,10.50153228353425,0
4.115216429161299,2.466824531583883,1
3.7445244625689016,3.036023376973948,1
3.985980447902525,2.0004830637921707,1
4.6180220887859775,2.6804010577450086,1
4.276762175072535,-0.03428717680427784,1
-0.8642299095514665,8.765250088641944,0
-1.8548319666986925,8.958701457287866,0
-1.089594618539113,8.413862562459617,0
-3.110565267003964,9.334068062340858,0
-6.714387141086345,-6.867587728946161,2
-3.7059862694790615,9.907983817587432,0
-1.9941623558440904,9.52807207911053,0
-6.914568691609903,-7.787436152648212,2
-6.274222686388524,-6.407469830285935,2
5.839178409149687,1.940892789838114,1
-5.821666477312478,-6.798265258746408,2
-2.6485948237159844,9.753939279922992,0
-1.5956129968195008,8.211107177517977,0
-3.7530608584440355,8.321380930402414,0
-2.7395983372585175,8.090052983930017,0
-1.1189900740354368,9.572096434550184,0
4.575190231195583,2.0460437819562474,1
-3.055442071305233,9.406090133600868,0
4.770568860692483,1.8316439305737837,1
-5.481782884119772,-5.688936548335851,2
5.935941898009498,0.8660128671382803,1
-1.6380729196210577,8.68826259603048,0
5.1959009330703925,1.3818848951388376,1
-7.867150153578264,-6.138789776368032,2
-7.283784350630572,-6.87831472039784,2
-6.345279977697485,-8.648525018914018,2
-6.572587953899448,-6.931345428808138,2
-7.07260855891196,-8.662224675260775,2
-2.2325068237227312,9.841469377234345,0
5.090841471004579,2.979899755167797,1
-7.639429323139045,-7.590125036167499,2
2.74020855536922,1.8449062034569013,1
-6.661908990064103,-7.704759933566634,2
-7.804711811629906,-7.33031148494179,2
-2.220503993772893,9.274607966969542,0
5.142378532357392,1.0824208203884684,1
-6.46994184740472,-7.477103181696879,2
5.910944162235134,0.9931073821001178,1
-6.421238181194202,-7.984884266917463,2
4.431210465007635,1.6605012382083748,1
-6.5526326778811725,-7.715234097248182,2
-9.036072568156303,-7.2513669639463405,2
6.213613052783208,2.429857694671131,1
-1.534077889634999,8.867228746696183,0
4.404954564707126,1.079654591421452,1
4.552794110084951,3.8530442333617403,1
-3.1329665837485554,10.928317482065108,0
-2.6819993604492147,9.786206283034996,0
-2.0231613336351133,7.466982139259956,0
6.149009849632652,2.578775916572045,1
-6.738031404411387,-6.4048509885586355,2
-1.0622197386990173,9.210840904709896,0
-1.6837812740647204,9.82779576419896,0
-2.816975858005751,9.233436455862261,0
-6.993189755941722,-6.9359617759287575,2
-3.1584751681187573,7.790345861436065,0
-7.86057391816464,-7.650923223890036,2
5.3352813107784005,0.8321611741879937,1
5.065722494857931,2.391375439828704,1
-1.8046910832280272,9.80334281557384,0
-2.2839335058052006,9.707008883315181,0
4.180222063955105,0.893327236159245,1
-3.5628800421991045,7.946483206619129,0
-1.4773530835841153,7.52872575516135,0
-1.5017536498575517,7.759363460196029,0
-5.701374343603268,-6.47197368049759,2
-1.6162437529439808,10.84390632991441,0
4.412772828447175,1.8314121299131934,1
-8.07150189534252,-4.9365807121537495,2
-2.125132174113443,8.981591380104229,0
6.071030953989842,1.7131334337602873,1
4.505698625551177,2.49252842957862,1
-2.7150570539330907,8.267707781658082,0
2.845986338360211,0.6177221808284428,1
-6.859631704944851,-7.279936327562473,2
-7.726124994020178,-6.272162026270193,2
-2.0492254801136336,8.336570758446216,0
4.148316897209171,0.5604439250401758,1
-1.5588900310791745,10.724899500780246,0
4.824187900306205,1.5531419566465694,1
-2.9841429342137062,8.360956895624609,0
5.086860553237953,1.334583858795702,1
-2.4751141547935243,8.244312897139679,0
3.3493174142818827,1.8299107685765394,1
4.0429045495070275,-0.417134683528706,1
-2.3444367818162335,9.06517383005434,0
6.074966235450336,1.625867394982889,1
3.8236615916861365,2.0513127469103796,1
5.492347479661052,0.7439860861403158,1
5.4899581686456544,2.390850436180133,1
-6.008071224863128,-6.552939040398156,2
-7.217442285342673,-7.5075303277023195,2
-4.926519992878696,-6.193152961177269,2
3.645450314428309,2.222717873538809,1
-1.9915386025836272,8.288542315044856,0
-0.08248113670722779,9.447245953559017,0
-7.961040571890557,-6.544262328555877,2
-2.170701215558336,8.59899821429752,0
5.807388659214547,1.2492049534729446,1
4.180114220397625,2.516560511812542,1
-3.104858917096242,10.388724221369138,0
-2.2135731343056553,7.497643578777531,0
-2.4295997606767137,9.568343899314229,0
-6.261266624891605,-5.424509114018648,2
-4.310255357205489,8.4716123284643,0
-1.7650056515528134,8.833061954980218,0
3.8572802388095124,2.680202043551517,1
4.351972759360181,2.218208348256138,1
4.840723929343811,2.0739607565855382,1
-2.542810187756463,9.469027040339457,0
-2.8244668676930957,9.773255348691588,0
-6.955866208471868,-5.383229319425091,2
4.785306053633861,1.2694592846092987,1
-6.816243798513552,-7.608499906517657,2
-7.78228155113909,-4.181780757338859,2
-7.314765939113305,-8.19498825768036,2
4.380940039649711,1.7853102829320124,1
-6.662938093653597,-6.584444041793947,2
-7.5847377113172305,-8.229714848987875,2
-2.2598890274110213,10.059374602283075,0
-3.23880009286016,9.375703445471425,0
5.680833010025891,0.707911274855517,1
4.57630529704198,0.5222417928295078,1
-6.5433493019037074,-7.617138954428643,2
6.093154312270646,1.8949390248822142,1
-5.445794352491426,-8.257405082548047,2
-6.120645495691157,-6.432031252263055,2
5.177647026596585,2.279559166014146,1
-6.865339979267281,-5.969165189436471,2
-5.347246808563648,-6.459572887371877,2
3.8939367097525,1.31162824142544,1
-2.9524798742442604,8.129483414171421,0
-6.949850811725896,-7.16721909813829,2
-0.522136511353309,8.483315230386356,0
-0.9616924217226885,10.810163801293843,0
-0.4339367504274847,8.325098310108753,0
-3.1551618021772856,8.215094121548068,0
5.7050508019424875,3.4257864294269114,1
-3.121634997693188,9.375789653404423,0
-2.9013057761849077,7.550771180066203,0
-6.493040961246078,-5.520811993911141,2
-5.926450936821916,-6.091034391876037,2
3.8189999138184145,1.5463654890054743,1
-5.206084265994322,8.959991261680509,0
4.125978209579258,0.774218285946856,1
5.258765134251255,3.611529416211673,1
3.8268644639679716,2.7964495996184375,1
-3.855068546525965,8.195028268476824,0
5.1313082889483015,2.542930041139379,1
-1.8744761544909803,10.123985970154544,0
-2.161521139514414,8.52705756408477,0
-3.1131782490219795,8.784737472837975,0
-7.59983921215806,-8.005764561076532,2
-7.113524991604864,-7.076202803952884,2
5.150036305143285,3.2457398468693013,1
4.99961781135489,1.4745357881522807,1
-1.800983199796193,9.247502259461823,0
2.8191185584260854,1.2673962008453667,1
-0.4466727038096052,7.946753213944048,0
-1.6840993583851156,8.14715591248742,0
4.052022531320101,2.2037805327069466,1
-6.08319682450916,-5.216123313467847,2
6.537645852974078,1.0252769666717456,1
-1.4915361562092477,9.28578143902397,0
-5.610013928551427,-8.125260169236032,2
-4.1073219749364975,9.476458794280264,0
-5.821457097327168,-6.40959974589739,2
-5.613296923194982,-6.170176845128709,2
-1.273415431230596,7.9432324485492725,0
6.823975569608558,2.543676892295248,1
-7.186873416813001,-5.511015010513095,2
3.829350206406475,2.830145220923518,1
4.742363478386309,1.4903420931338136,1
6.219316727922961,1.361410044436147,1
7.132062834828789,1.6980482556856853,1
-6.4609226128589015,-6.89408282175202,2
-2.2838897010118084,8.644759199364962,0
-3.2516818555911344,8.528980292830454,0
-2.768788974416355,7.511143175080216,0
-2.6367467434302845,10.525441058445669,0
-8.068568309204618,-6.438348943626467,2
-1.9793934451374673,10.455854748856222,0
4.506875672298038,0.6522774014345709,1
-2.8184067001026136,8.262129722607739,0
-3.4446363250973455,10.100268244373353,0
-5.90718319323326,-6.007322178806337,2
3.274857040801466,2.6746644658654466,1
-5.468270329405645,-6.094763990265664,2
-5.031760195449167,-5.68957994955827,2
3.995538569206117,-0.7659705221967408,1
6.2340567924321135,2.0767078378899075,1
4.671638292809552,2.048843224554118,1
-5.850022829731577,-4.897639143107019,2
4.289029406151627,-0.24517807611034925,1
-5.445993582333392,-8.739772633825744,2
-3.931008289794594,10.51561978015381,0
-7.9356170030781135,-7.930164383099132,2
-7.6011962734913,-6.741253560845067,2
-1.0322631969344758,7.846506576930387,0
4.127344725581551,1.1716420938361904,1
4.009853856694207,2.705125186450578,1
5.617694385914302,-0.13247725789959253,1
-3.101591547291619,8.150295358518505,0
3.9715336413812996,1.9120940125883559,1
-7.423047620927787,-5.616253654179558,2
3.967393240221765,2.196440519860993,1
5.923974630176218,-0.4532223865944762,1
-3.053311625166943,8.851493222126027,0
4.820941578999184,3.2764477212567957,1
-7.206240971812482,-4.8947291980156535,2
-8.18740375629893,-7.225213690095137,2
-6.232722667894704,-7.564549995362129,2
-7.938838899524172,-7.380370609862622,2
-8.281996474575095,-4.78901532054347,2
-1.7522090064073983,8.092120804020697,0
-7.238030766664159,-8.105109481935997,2
-3.135914847642715,9.876679600581081,0
-7.8057904546344785,-8.089544922235005,2
4.879506354467099,2.7062239654067306,1
4.719452371170267,2.731994100104341,1
-1.7298486191474178,8.975266608820778,0
-2.3281760643490435,7.717454180242475,0
-2.7679936857198526,10.61293329870304,0
-7.179142228698748,-8.115812615325355,2
-6.130344634271819,-7.47758845130035,2
-5.956582363924508,-6.47401557442728,2
-8.624160079757324,-7.570385826513151,2
-2.0907994021640666,10.415884721144751,0
-1.408237988054179,10.972633582418915,0
-6.560818851523014,-6.901030630659023,2
-3.4838792932800717,9.801370731940773,0
4.206005373248912,3.6953247817489268,1
-6.313086204069614,-7.528578793295084,2
-2.8519121395795195,8.212008858976702,0
-2.4332423551366626,9.756968546558044,0
-7.496402552670978,-8.228105377643116,2
-6.564655319595938,-6.665126775821399,2
-7.2013798951414785,-6.912590629118041,2
-6.677243820552575,-8.437060679982425,2
3.961235774933998,1.6549321561981118,1
-7.370239425177923,-7.162868920905315,2
5.236319973809854,1.338883836251329,1
-3.975982813668427,8.512883981312685,0
-8.220115832517706,-7.199935871164703,2
-8.660252864058759,-5.3773752669703585,2
-8.647683910325668,-6.860563748477765,2
-4.981739898492565,-6.993922131689705,2
-3.184375898027132,8.869767457482803,0
4.33889852383488,1.3417326564575487,1
-1.8589964450940892,8.915110264418939,0
-7.968320601627612,-6.318636963449814,2
-4.827553879729335,-8.586068688166682,2
-2.93849984757001,8.321865148324466,0
3.8254806487817774,3.4740127142211104,1
-3.696796042082263,9.32410683842535,0
4.850479675525743,1.4846936038303724,1
5.1742437348644845,2.0642632901966453,1
-1.3234934683897532,9.733239438863388,0
4.470026478550371,3.6099096457713715,1
3.3033103359131815,3.309827041699715,1
3.525797477995014,1.3422388502029419,1
-1.4425229334635963,10.183581718643994,0
3.432119443684749,2.782282474672111,1
6.303611668371575,2.278412810472085,1
1.9272662724176635,1.8237139907757431,1
4.699964830843265,2.3614816893641817,1
4.62287276174427,2.478190772214499,1
-3.163273306180174,7.183653231341864,0
-6.670278333816581,-6.92515371128687,2
-3.1015535787048036,9.137833824153903,0
-6.722280623478192,-5.903603004212782,2
4.547910370025055,0.891255315227599,1
6.3880159053489365,3.0132315038433077,1
-1.2709145516191145,9.035557704934384,0
5.459252104367508,2.397059166384718,1
2.204566504445213,2.6573328925496864,1
-4.6652972485946735,-8.22781882358535,2
-7.785842523198481,-6.738129679401942,2
-1.0084378324184393,9.864507870311815,0
-0.6998912733196401,8.796240232805948,0
-6.914723657935864,-7.734042501736003,2
-7.641387561833916,-7.179805649940261,2
-3.2280300106614805,9.759291441075602,0
-6.307181884996169,-6.483062923393547,2
-7.277175887697048,-8.264627612700943,2
-2.56160207363022,10.718391644453813,0
-2.7356765149542768,9.3816516350145,0
-6.891651220064459,-7.119665452213046,2
-2.1370921504458873,9.40344532386625,0
-2.8728098352666063,8.957340504477255,0
-0.06344564343592385,9.143507310173549,0
-1.8128101755960349,9.969591336768833,0
-8.138692102599464,-7.885424719273182,2
-6.394892543182346,-7.181908086672199,2
-3.2951836556877323,7.6332415250445464,0
-4.714105738944713,-5.8254889647886285,2
-6.055524294295564,-7.044259005997721,2
4.45167639745528,1.8695828305349513,1
-7.818094296892355,-7.426517212739619,2
-7.421100197658439,-6.982115873403209,2
-7.147995990288651,-6.798818168233465,2
-1.68713746305826,10.911079110852269,0
-4.055406764756067,-7.234315981784735,2
-7.4542290493346615,-7.2158882110163685,2
-2.684157379748159,8.258540968705477,0
-3.281857068323574,9.844477940060932,0
4.789242318499291,2.3373099799953936,1
-7.536662428168594,-5.885551357534325,2
-7.312264707484799,-4.694378976553372,2
5.502102348115079,0.5569426281480865,1
-6.68140986343045,-6.554850095046365,2
-7.886822178678249,-6.711879052092252,2
3.319000480850784,2.744571478844499,1
3.0018497787920846,0.1867942185860454,1
-2.4502134014631527,9.46115862900102,0
-2.5347516940441954,10.187015147457686,0
-7.063916192983982,-7.085949453197291,2
-6.920875320130473,-4.720988438672655,2
3.4509154166931397,1.9232895298126143,1
-0.8767863191211149,7.584144750237689,0
-3.5768180524353443,8.871906643177027,0
-4.235004351843347,8.336721475862667,0
-3.186119623358709,9.62596241703919,0
-2.7682397688734532,8.817936279113344,0
4.9509888273712965,0.08352039184457904,1
-7.769471962092412,-7.8408891515208365,2
4.468205182303318,3.0716545599925507,1
-2.1830646008106322,7.763172551813018,0
-6.7189772507981536,-6.217846611116327,2
-1.7723537259603168,8.732958571080108,0
-5.096721591086126,-7.127449980301104,2
4.858538142985399,1.526849168706387,1
-7.0085045698400235,-7.389203398587516,2
4.425728525516913,2.8103241702721165,1
-3.7596053570224677,9.618801454553688,0
-3.6601912004750528,9.389984146543993,0
-1.4305167896214546,8.975777658697615,0
-6.583693950805175,-6.744680758555989,2
-1.3079837008888053,8.60621075517677,0
5.883284633415263,3.201199893548867,1
-7.1286008464319455,-6.565980096825281,2
-7.024493946297365,-6.474285506602133,2
4.4441803050812,3.0332594238493975,1
-2.4846874487938075,9.512284419443771,0
-6.625499504079834,-6.18305861443622,2
-7.9187383595190095,-5.192561538039153,2
-2.187840407602477,9.436206882433606,0
3.8578753437170645,1.213466566460445,1
-1.383147372280582,8.962892404609835,0
-6.686220823961553,-6.82041771269621,2
-3.525019442031147,9.075965978046293,0
-2.756375005573347,8.332301880200523,0
-1.587396121075498,9.496974015407535,0
2.949207208621649,0.9946701380741256,1
-4.673158211266598,-6.800460010662022,2
4.9707301408436795,3.4241711220720683,1
3.817802824400174,0.7538852174185382,1
-4.028543698529592,6.182130530087752,0
-6.7129892958394315,-5.82015942351357,2
5.022312151920636,0.6610064827452142,1
-3.4916850165910596,8.789652978201296,0
-1.5218631064636483,8.938335104555799,0
4.33468999074735,3.0200814784288714,1
-5.352814527574004,-4.977551388046387,2
